vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vlow,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vlow,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,low,vhigh,vhigh,vlow,vhigh,vhigh,high,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,Categoria 
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Moda
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Moda
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Moda
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
